Cost,RiskAdjustedCost,Frequency,Minor,Major,PCPID,ServiceProviderID,InNetwork
40.00,200.00,2,Computerized axial tomography (CT) scan head,Diagnostic Procedures,4262,7732,1
298.00,371.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",2457,3536,-1
312.00,312.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",2457,14463,-1
1411.00,5240.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",2457,25025,-1
0.00,0.00,3,Anesthesia,"Anesthesia, labs, and medication supplies",2457,31332,-1
262.00,1295.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",2701,31448,-1
320.00,3200.00,3,Anesthesia,"Anesthesia, labs, and medication supplies",2893,26228,-1
620.00,4250.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",2963,19066,-1
332.00,1660.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3054,4376,1
666.00,652.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3073,3257,-1
929.00,1659.00,3,Anesthesia,"Anesthesia, labs, and medication supplies",3073,3482,-1
2206.00,2451.00,3,Anesthesia,"Anesthesia, labs, and medication supplies",3073,25508,-1
435.00,1485.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3101,3991,-1
1737.00,3470.00,9,Anesthesia,"Anesthesia, labs, and medication supplies",3101,4100,-1
650.00,1625.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3189,28865,-1
1300.00,9750.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3189,31802,-1
846.00,3317.00,3,Anesthesia,"Anesthesia, labs, and medication supplies",3192,3482,-1
932.00,3284.00,4,Anesthesia,"Anesthesia, labs, and medication supplies",3192,4376,1
90.00,450.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3535,29011,-1
944.00,1243.00,3,Anesthesia,"Anesthesia, labs, and medication supplies",3758,3257,-1
1930.00,7618.00,7,Anesthesia,"Anesthesia, labs, and medication supplies",3758,3536,-1
1312.00,3948.00,6,Anesthesia,"Anesthesia, labs, and medication supplies",3758,4376,1
259.00,236.00,4,Anesthesia,"Anesthesia, labs, and medication supplies",3758,29739,-1
1310.00,4267.00,6,Anesthesia,"Anesthesia, labs, and medication supplies",3758,44620,-1
475.00,2243.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3789,3216,-1
670.00,1227.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3789,3846,-1
472.00,4720.00,3,Anesthesia,"Anesthesia, labs, and medication supplies",3879,12620,-1
248.00,2480.00,3,Anesthesia,"Anesthesia, labs, and medication supplies",3904,24301,-1
557.00,407.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3950,3216,-1
535.00,1192.00,4,Anesthesia,"Anesthesia, labs, and medication supplies",3950,3482,-1
303.00,233.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3950,15033,-1
495.00,2457.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3954,4376,1
21.00,70.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3959,32121,-1
105.00,1050.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4021,19608,-1
308.00,513.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4079,3257,-1
945.00,4520.00,4,Anesthesia,"Anesthesia, labs, and medication supplies",4079,3482,-1
275.00,838.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4079,4376,1
650.00,3250.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4079,28865,-1
162.00,203.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4079,44620,-1
432.00,1003.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4163,19826,-1
502.00,1227.00,4,Anesthesia,"Anesthesia, labs, and medication supplies",4262,3257,-1
598.00,2491.00,3,Anesthesia,"Anesthesia, labs, and medication supplies",4262,3482,-1
154.00,308.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4262,4376,1
386.00,1287.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4262,44620,-1
561.00,2351.00,3,Anesthesia,"Anesthesia, labs, and medication supplies",4301,3257,-1
491.00,3250.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4301,4376,1
0.00,0.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4335,3846,-1
283.00,226.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4343,4376,1
401.00,354.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4383,3846,-1
284.00,602.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4789,32580,-1
1384.00,5310.00,5,Anesthesia,"Anesthesia, labs, and medication supplies",4792,3482,-1
434.00,1563.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4792,12620,-1
921.00,5710.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4792,15033,-1
369.00,3281.00,3,Anesthesia,"Anesthesia, labs, and medication supplies",4792,25508,-1
413.00,1088.00,3,Anesthesia,"Anesthesia, labs, and medication supplies",4792,31430,-1
662.00,4050.00,4,Anesthesia,"Anesthesia, labs, and medication supplies",744,11358,-1
530.00,108.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",744,19192,-1
345.00,2760.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",2303,12620,-1
803.00,3365.00,3,Anesthesia,"Anesthesia, labs, and medication supplies",2409,3216,-1
306.00,1530.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",2409,3846,-1
1056.00,3204.00,3,Anesthesia,"Anesthesia, labs, and medication supplies",2457,3216,-1
446.00,1220.00,4,Anesthesia,"Anesthesia, labs, and medication supplies",2457,3846,-1
111.00,65.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",2457,12582,-1
376.00,1107.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",2457,19066,-1
0.00,0.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",2457,25091,-1
787.00,2877.00,3,Anesthesia,"Anesthesia, labs, and medication supplies",2798,3216,-1
1240.00,886.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",2798,19268,-1
843.00,6225.00,3,Anesthesia,"Anesthesia, labs, and medication supplies",2958,19066,-1
992.00,3551.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",2963,3536,-1
611.00,291.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3073,25175,-1
166.00,166.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3073,31332,-1
403.00,2015.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3101,19826,-1
1300.00,9750.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3101,28865,-1
230.00,2300.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3143,20009,-1
539.00,2879.00,3,Anesthesia,"Anesthesia, labs, and medication supplies",3189,11358,-1
551.00,5510.00,3,Anesthesia,"Anesthesia, labs, and medication supplies",3192,26971,-1
846.00,2477.00,4,Anesthesia,"Anesthesia, labs, and medication supplies",3758,3846,-1
1949.00,3780.00,8,Anesthesia,"Anesthesia, labs, and medication supplies",3758,4100,-1
226.00,90.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3789,10067,-1
300.00,1713.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3789,31448,-1
650.00,6500.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3904,28865,-1
20.00,18.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3950,4255,-1
266.00,510.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3950,18678,-1
257.00,428.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3950,27161,-1
307.00,341.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4079,3991,-1
1356.00,13560.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4163,31296,-1
0.00,0.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4262,11002,-1
426.00,174.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4262,18678,-1
864.00,4320.00,3,Anesthesia,"Anesthesia, labs, and medication supplies",4311,3846,-1
636.00,1353.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4315,3257,-1
274.00,896.00,3,Anesthesia,"Anesthesia, labs, and medication supplies",4315,3482,-1
664.00,3320.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4315,4376,1
403.00,504.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4315,19268,-1
1182.00,695.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4315,22057,-1
128.00,160.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4315,26491,-1
1346.00,2376.00,3,Anesthesia,"Anesthesia, labs, and medication supplies",4792,14382,-1
584.00,765.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4792,15076,-1
419.00,466.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4792,18678,-1
1566.00,2772.00,3,Anesthesia,"Anesthesia, labs, and medication supplies",4792,25175,-1
1971.00,3465.00,3,Anesthesia,"Anesthesia, labs, and medication supplies",4792,26470,-1
1622.00,6123.00,3,Anesthesia,"Anesthesia, labs, and medication supplies",4792,27161,-1
821.00,241.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",6532,19268,-1
289.00,349.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",7574,31448,-1
1576.00,10970.00,5,Anesthesia,"Anesthesia, labs, and medication supplies",28932,18678,-1
1250.00,6250.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",31674,30955,-1
125.00,625.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",31700,32121,-1
300.00,1500.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",32175,29162,-1
0.00,0.00,2,Arterial blood gases,Diagnostic Procedures,15268,3680,1
83.00,92.00,2,Arterio- or venogram (not heart and head),Diagnostic Procedures,2457,5196,1
417.00,4170.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3073,3846,-1
678.00,1130.00,3,Anesthesia,"Anesthesia, labs, and medication supplies",3073,3991,-1
133.00,665.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3073,4100,-1
370.00,2724.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3073,4376,1
678.00,5653.00,3,Anesthesia,"Anesthesia, labs, and medication supplies",3073,11358,-1
230.00,2300.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3073,19066,-1
457.00,696.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3189,3846,-1
296.00,592.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3317,11358,-1
10.00,100.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3578,19066,-1
0.00,0.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3709,3846,-1
511.00,1579.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3758,3216,-1
978.00,1577.00,4,Anesthesia,"Anesthesia, labs, and medication supplies",3758,3482,-1
432.00,1464.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3904,15613,-1
562.00,732.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3904,19196,-1
741.00,3594.00,4,Anesthesia,"Anesthesia, labs, and medication supplies",3950,3846,-1
593.00,628.00,7,Anesthesia,"Anesthesia, labs, and medication supplies",3950,3991,-1
1378.00,3615.00,8,Anesthesia,"Anesthesia, labs, and medication supplies",3950,4100,-1
659.00,2214.00,4,Anesthesia,"Anesthesia, labs, and medication supplies",3950,4376,1
363.00,605.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",3950,44620,-1
595.00,2975.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4021,3216,-1
206.00,343.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4021,3846,-1
326.00,2320.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4021,12620,-1
294.00,2940.00,3,Anesthesia,"Anesthesia, labs, and medication supplies",4021,19066,-1
945.00,5197.00,5,Anesthesia,"Anesthesia, labs, and medication supplies",4079,3846,-1
0.00,0.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4163,12620,-1
278.00,1390.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4249,4100,-1
574.00,4340.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4249,11358,-1
423.00,2115.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4262,3216,-1
1038.00,1834.00,5,Anesthesia,"Anesthesia, labs, and medication supplies",4262,3846,-1
617.00,727.00,4,Anesthesia,"Anesthesia, labs, and medication supplies",4262,4100,-1
375.00,1875.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4301,3216,-1
380.00,1470.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4301,3482,-1
266.00,266.00,3,Anesthesia,"Anesthesia, labs, and medication supplies",4301,10596,-1
309.00,309.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4301,18895,-1
689.00,2314.00,3,Anesthesia,"Anesthesia, labs, and medication supplies",4315,3536,-1
151.00,503.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4789,31273,-1
311.00,95.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4792,3846,-1
276.00,880.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4792,10596,-1
173.00,173.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4792,16226,-1
278.00,556.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4792,29162,-1
626.00,3956.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",4792,30955,-1
594.00,1786.00,4,Anesthesia,"Anesthesia, labs, and medication supplies",4792,31273,-1
536.00,2680.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",19351,11358,-1
324.00,57.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",25335,32961,-1
378.00,427.00,2,Anesthesia,"Anesthesia, labs, and medication supplies",31674,3482,-1
0.00,0.00,2,Arterial blood gases,Diagnostic Procedures,710,3680,1
496.00,496.00,9,Arthrocentesis,Musculoskeletal System,180,6462,-1
246.00,709.00,4,Arthrocentesis,Musculoskeletal System,508,508,1
228.00,80.00,4,Arthrocentesis,Musculoskeletal System,2457,6499,-1
0.00,0.00,3,Arthrocentesis,Musculoskeletal System,4043,2965,1
1484.00,14840.00,2,Arthroscopy,Musculoskeletal System,242,2604,-1
0.00,0.00,3,Cancer chemotherapy,Evaluation and Therapeutic Procedures,2893,3381,-1
205.00,89.00,2,Cancer chemotherapy,Evaluation and Therapeutic Procedures,3145,3145,-1
38.00,126.00,2,Cancer chemotherapy,Evaluation and Therapeutic Procedures,3238,3781,-1
11168.00,9307.00,2,Cancer chemotherapy,Evaluation and Therapeutic Procedures,3381,3381,-1
61.00,153.00,2,Computerized axial tomography (CT) scan head,Diagnostic Procedures,4315,3136,1
134.00,308.00,3,Computerized axial tomography (CT) scan head,Diagnostic Procedures,4315,6937,1
0.00,0.00,2,Computerized axial tomography (CT) scan head,Diagnostic Procedures,4356,31971,-1
0.00,0.00,2,Computerized axial tomography (CT) scan head,Diagnostic Procedures,4792,16536,-1
80.00,436.00,2,Computerized axial tomography (CT) scan head,Diagnostic Procedures,4792,30244,-1
0.00,0.00,2,Computerized axial tomography (CT) scan head,Diagnostic Procedures,15268,3555,-1
0.00,0.00,2,Computerized axial tomography (CT) scan head,Diagnostic Procedures,15268,26907,-1
0.00,0.00,3,Computerized axial tomography (CT) scan head,Diagnostic Procedures,15268,30667,-1
0.00,0.00,2,Computerized axial tomography (CT) scan head,Diagnostic Procedures,31674,3136,1
302.00,216.00,3,Coronary artery bypass graft (CABG),Cardiovascular System,2798,14189,-1
120.00,32.00,2,"Creation, revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis",Cardiovascular System,2318,7226,-1
339.00,121.00,3,"Creation, revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis",Cardiovascular System,4249,7226,-1
721.00,2045.00,3,CT scan abdomen,Diagnostic Procedures,68,2828,-1
322.00,1508.00,4,CT scan abdomen,Diagnostic Procedures,68,3136,1
166.00,1107.00,2,CT scan abdomen,Diagnostic Procedures,85,5047,1
304.00,714.00,4,CT scan abdomen,Diagnostic Procedures,174,3136,1
267.00,2386.00,2,CT scan abdomen,Diagnostic Procedures,174,30567,-1
62.00,103.00,2,CT scan abdomen,Diagnostic Procedures,180,21291,-1
257.00,1483.00,3,CT scan abdomen,Diagnostic Procedures,210,7193,1
1276.00,1991.00,6,CT scan abdomen,Diagnostic Procedures,242,2828,-1
103.00,185.00,2,CT scan abdomen,Diagnostic Procedures,242,3136,1
270.00,900.00,3,CT scan abdomen,Diagnostic Procedures,508,3136,1
0.00,0.00,2,CT scan abdomen,Diagnostic Procedures,658,21950,-1
98.00,427.00,2,CT scan abdomen,Diagnostic Procedures,658,27435,-1
253.00,1048.00,4,CT scan abdomen,Diagnostic Procedures,710,6937,1
49.00,41.00,2,CT scan abdomen,Diagnostic Procedures,2307,3680,1
147.00,735.00,3,CT scan abdomen,Diagnostic Procedures,2457,30244,-1
499.00,839.00,8,CT scan abdomen,Diagnostic Procedures,3101,6937,1
229.00,548.00,2,CT scan abdomen,Diagnostic Procedures,3238,7732,1
257.00,959.00,3,CT scan abdomen,Diagnostic Procedures,3535,3136,1
0.00,0.00,2,CT scan abdomen,Diagnostic Procedures,3758,2582,-1
437.00,897.00,3,CT scan abdomen,Diagnostic Procedures,3758,3680,1
482.00,537.00,5,CT scan abdomen,Diagnostic Procedures,3758,7732,1
103.00,151.00,2,CT scan abdomen,Diagnostic Procedures,3950,5047,1
103.00,177.00,2,CT scan abdomen,Diagnostic Procedures,3950,7193,1
181.00,384.00,3,CT scan abdomen,Diagnostic Procedures,3950,20050,-1
0.00,0.00,2,CT scan abdomen,Diagnostic Procedures,4079,30794,-1
179.00,74.00,2,CT scan abdomen,Diagnostic Procedures,4262,21399,-1
440.00,1039.00,5,CT scan abdomen,Diagnostic Procedures,4315,3136,1
480.00,1755.00,3,CT scan abdomen,Diagnostic Procedures,4315,5196,1
331.00,1175.00,5,CT scan abdomen,Diagnostic Procedures,4356,7732,1
0.00,0.00,2,CT scan abdomen,Diagnostic Procedures,4792,21399,-1
103.00,181.00,2,CT scan abdomen,Diagnostic Procedures,31674,7732,1
150.00,56.00,3,CT scan abdomen,Diagnostic Procedures,31700,9692,-1
3895.00,999.00,2,CT scan chest,Diagnostic Procedures,85,15821,-1
111.00,28.00,2,CT scan chest,Diagnostic Procedures,85,21753,-1
173.00,318.00,2,CT scan chest,Diagnostic Procedures,508,2828,-1
56.00,16.00,3,CT scan chest,Diagnostic Procedures,508,3136,1
59.00,31.00,3,CT scan chest,Diagnostic Procedures,508,6937,1
786.00,786.00,2,CT scan chest,Diagnostic Procedures,508,17696,-1
382.00,430.00,7,CT scan chest,Diagnostic Procedures,658,3680,1
174.00,36.00,2,CT scan chest,Diagnostic Procedures,2303,16890,-1
182.00,910.00,2,CT scan chest,Diagnostic Procedures,2963,5196,1
300.00,267.00,4,CT scan chest,Diagnostic Procedures,3073,5047,1
360.00,100.00,2,CT scan chest,Diagnostic Procedures,4356,2907,-1
1526.00,364.00,4,CT scan chest,Diagnostic Procedures,4383,2828,-1
139.00,61.00,2,CT scan chest,Diagnostic Procedures,4383,16536,-1
